,Name,Result,Description,id
40,AgentBankAddressFullSettlementName,"__Result = ""---"";
if (__Product.Programs[0].Commissions != null)
{
	Workflow.DTO.Models.Commission agentCommission = __Product.Programs[0].Commissions.FirstOrDefault(c => c.GetCommissionTypeName() == ""Банк"");
	if (agentCommission != null)
	{
		Workflow.DTO.Models.Agent agent = __Context.GetAgent(agentCommission.AgentGID);
		if (agent != null && (agent.AgentChannels == null || !agent.AgentChannels.Any(ac => ac.Code == ""11"" || ac.Code == ""21"" || ac.Code == ""31"" || ac.Code == ""32"")))
		{
			if (agentCommission != null && agentCommission.Agent != null && agentCommission.Agent.PostAddressObject != null)
			{
				__Result = agentCommission.Agent.PostAddressObject.GetFullSettlementName();
			}
		}
	}
}
",,40
41,AgentBankAddressRegionName,"__Result = ""---"";
if (__Product.Programs[0].Commissions != null)
{
	Workflow.DTO.Models.Commission agentCommission = __Product.Programs[0].Commissions.FirstOrDefault(c => c.GetCommissionTypeName() == ""Банк"");
	if (agentCommission != null)
	{
		Workflow.DTO.Models.Agent agent = __Context.GetAgent(agentCommission.AgentGID);
		if (agent != null && (agent.AgentChannels == null || !agent.AgentChannels.Any(ac => ac.Code == ""11"" || ac.Code == ""21"" || ac.Code == ""31"" || ac.Code == ""32"")))
		{
			if (agentCommission != null && agentCommission.Agent != null && agentCommission.Agent.PostAddressObject != null)
			{
				__Result = agentCommission.Agent.PostAddressObject.GetRegionName();
			}
		}
	}
}
",,41
42,AgentBankFullName,"__Result = ""---"";
if (__Product.Programs[0].Commissions != null)
{
	Workflow.DTO.Models.Commission agentCommission = __Product.Programs[0].Commissions.FirstOrDefault(c => c.GetCommissionTypeName() == ""Банк"");
	if (agentCommission != null)
	{
		Workflow.DTO.Models.Agent agent = __Context.GetAgent(agentCommission.AgentGID);
		if (agent != null && (agent.AgentChannels == null || !agent.AgentChannels.Any(ac => ac.Code == ""11"" || ac.Code == ""21"" || ac.Code == ""31"" || ac.Code == ""32"")))
		{
			if (agentCommission.Agent.IsJuridicalPerson && !agentCommission.Agent.IsPerson)
			{
				__Result = agentCommission.Agent.FullName;
			}
			else
			{
							__Result = agentCommission.Agent.Lastname + "" "" + agentCommission.Agent.Firstname + "" "" + agentCommission.Agent.Secondname;
			}
		}
	}
}
",,42
43,ProductComment,"__Result = """";
if (__Product.Comment != null)
{
	if (!string.IsNullOrEmpty(__Product.Comment))
	{
		__Result = __Product.Comment;
	}
}
",,43
44,717DirectorateAddress,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""521"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Адреса відокремленого підрозділу"");
	if (param != null)
	{
		__Result = param.GetParameterValueCaption().ToString();
	}
}
",,44
45,765AreaOfAction,"__Result = ""-----"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""101"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Територія дії"");
	if (param != null)
	{
		__Result = param.ParameterValue.ToString();
	}
}
",,45
46,703LetterSubject,"__Result = ""Договір страхування \""Подорожуючі за кордоном\"" номер "" + __Product.PolisNumber;
",,46
47,703Letter,"__Result = ""Вітаємо, "" + __Product.Insurer.Face.Firstname + "" "" + __Product.Insurer.Face.Secondname + ""!<br/>Ваш електронний договір \""Подорожуючі за кордоном\"" у вкладенні. Він діє з "" + __Product.BeginingDate.ToShortDateString() + "" по "" + __Product.EndingDate.AddSeconds((double)(-1)).ToShortDateString() + ""<br/>Дякуємо, що обираєте НАСК \""ОРАНТА\"".<br/>Оберігаємо з 1921 року і до сьогодні. Щодня<br/>"";
",,47
48,219CoverLetter,"__Result = ""Вітаємо, "" + __Product.Insurer.Face.Firstname + "" "" + __Product.Insurer.Face.Secondname + ""</br><br/>Направляємо Вам у вкладенні Індивідуальну пропозицію № "" + __Product.PolisNumber + "" (ID заявки "" + __InsuranceApplication.id.ToString() + "") за продуктом Автопарасолька, код страхового продукту "" + __Product.GetProductTypeCode() + ""</br><br/>Для подальшого укладання договору страхування перейдіть за посиланням "" + __Context.GetSetting(""PaymentURL"") + __InsuranceApplication.id.ToString() + ""-"" + __InsuranceApplication.gid.ToString().Substring(0, __InsuranceApplication.gid.ToString().IndexOf(""-"")) + "", підпишіть договір, укладений відповідно до страхового продукту Автопарасолька разовим ідентифікатором: {smscode} та оплатіть договір."" + ""</br><br/>З боку НАСК \""ОРАНТА\"" індивідуальну пропозицію підписано кваліфікованим електронним підписом уповноваженої особи НАСК \""ОРАНТА\"".<br/>На виконання вимог ст.86-88 Закону України \""Про страхування\"" надсилаємо для ознайомлення до укладення договору страхування наступні документи:"" + ""</br><br/>Інформаційний документ про стандартний страховий продукт Автопарасолька, який знаходиться за наступним посиланням: <a href='https://apifalcon.oranta.ua/files/ac1f0934-85de-4fa8-8e75-dccb5cf794d4'>https://apifalcon.oranta.ua/files/ac1f0934-85de-4fa8-8e75-dccb5cf794d4<a/>"" + ""</br><br/>Інформація про страховика, яка знаходиться за наступним посиланням: <a href='https://oranta.ua/info/services-and-insurer/'>https://oranta.ua/info/services-and-insurer/<a/>"" + ""</br><br/>Інформація про страхового посередника, яка знаходиться за наступним посиланням: "" + AgentCoverLetter + ""</br><br/>Підписуючи договір страхування Ви підтверджуєте, що ознайомилися та приймаєте умови:</br><br/>Загальних умов № 19.2.25 страхового продукту Автопарасолька, які розташовані за посиланням: <a href='https://apifalcon.oranta.ua/files/edd0de9e-edc8-4c08-9769-e427c1c7afc7'>https://apifalcon.oranta.ua/files/edd0de9e-edc8-4c08-9769-e427c1c7afc7<a/></br><br/>Пропозиції (Оферти) укласти договір, страхового продукту Автопарасолька (код страхового продукту 219), яка розташована за посиланням: <a href='https://apifalcon.oranta.ua/files/df2aa91c-2fbb-4789-a1d7-ec0349995615'>https://apifalcon.oranta.ua/files/df2aa91c-2fbb-4789-a1d7-ec0349995615<a/> та даєте згоду на укладення договору."" + ""</br><br/>З найкращими побажаннями</br>ПАТ \""НАСК \""ОРАНТА\"""";
",,48
49,731MileageDeductible,"__Result = ""Так"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""211"" || p.GetInsuranceTypeCode() == ""212"" || p.GetInsuranceTypeCode() == ""213"" || p.GetInsuranceTypeCode() == ""214"" || p.GetInsuranceTypeCode() == ""221"" || p.GetInsuranceTypeCode() == ""222"" || p.GetInsuranceTypeCode() == ""223"" || p.GetInsuranceTypeCode() == ""224"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Додаткова франшиза за перепробіг"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""Відсутня"")
	{
		__Result = ""Ні"";
	}
}
",,49
50,731MilitaryActionsCaption,"__Result = ""---"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""211"" || p.GetInsuranceTypeCode() == ""212"" || p.GetInsuranceTypeCode() == ""213"" || p.GetInsuranceTypeCode() == ""214"" || p.GetInsuranceTypeCode() == ""221"" || p.GetInsuranceTypeCode() == ""222"" || p.GetInsuranceTypeCode() == ""223"" || p.GetInsuranceTypeCode() == ""224"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Покриття за умовою «ВОЄННІ ДІЇ»"");
	if (param != null)
	{
		if (param.GetParameterValueCaption().ToString() == ""В розмірі 15% від страхової суми, але не більше 300 000 грн"")
		{
			__Result = ""дорівнює 15% від страхової суми, але не більше 300 000,00 грн агрегатно за Договором за цією умовою"";
		}
		if (param.GetParameterValueCaption().ToString() == ""В розмірі повної вартості ТЗ, але не більше 2 млн грн"")
		{
			__Result = ""дорівнює страховій сумі, зазначеній  в п. 6.3 Частини 1 Договору, але не більше 2 000 000,00 грн"";
		}
	}
}
",,50
51,OrantaTravelTerritory3OrNot,"__Result = ""----"";
Workflow.DTO.Models.Program program = GetProgramMed;
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(pr => pr.GetParameterName() == ""Територія дії договору"");
	if (param != null)
	{
		if (param.GetParameterValueCaption().ToString() == ""Територія III"" || param.GetParameterValueCaption().ToString() == ""Територія III (всі країни)"")
		{
			__Result = ""V"";
		}
	}
}
",,51
52,MTPLAgentIKPFullName,"__Result = """";
if (__Product.Programs[0].Commissions != null)
{
	Workflow.DTO.Models.Commission agentCommission = __Product.Programs[0].Commissions.FirstOrDefault(c => c.GetCommissionTypeName() == ""ІКП"");
	if (agentCommission != null)
	{
		Workflow.DTO.Models.Agent agent = __Context.GetAgent(agentCommission.AgentGID);
		if (agent != null && (agent.AgentChannels == null || !agent.AgentChannels.Any(ac => ac.Code == ""11"" || ac.Code == ""21"" || ac.Code == ""31"" || ac.Code == ""32"")))
		{
			if (agentCommission.Agent.IsJuridicalPerson && !agentCommission.Agent.IsPerson)
			{
				__Result = ""ПІБ/Назва "" + agentCommission.Agent.FullName;
			}
			else
			{
							__Result = ""ПІБ/Назва "" + agentCommission.Agent.Lastname + "" "" + agentCommission.Agent.Firstname + "" "" + agentCommission.Agent.Secondname;
			}
		}
	}
}
",,52
